city,iata
La Plata,
Westernport,
Arroyo Barril,
Azua,
Cotui Angelina,
Consuelo,
La Romana,
La Romana,
Higuey,
Barahona,BRX
Boca Chica,
San Pedro de Macoris,
Cabo Rojo,CBJ
Samana,AZS
Costanza,COZ
Dajabon,
La Vega,
Valverde,
Barahona,
La Isabela,JBQ
,
,
San Cristobal,
La Romana,LRM
La Romana,
Monte Cristi,
Punta Cana,PUJ
Monte Cristi,
Samana,EPS
Puerto Plata,POP
San Juan de la Maguana,
Sabana de Mar,SNX
Santo Domingo,SDQ
San Isidro,
Santiago,STI
Monte Cristi,
Fort Fairfield,
Brownville,
Portage,
Charlotte,
Bingham,
Camden,
Limestone,
Roxbury,
Clayton Lake,
Fairfield,
Rockwood,
Fort Kent,
Westbrook,
Sangerville,
Harpswell,
Jefferson,
Levant,
Mount Vernon,
Mars Hill,
Greene,
North Haven,
Paris Hill,
Kennebunkport,
Kennebunkport,
Hartland,
Vinalhaven,
Waldoboro,
Belgrade,
Berwick,
West Pittsfield,
West Lebanon,
Scarborough,
Van Buren,
Newport,
Sabattus,
Cambridge,
Newburgh,
Lisbon Falls,
Willimantic,
Perry,
Acton,
Gorham,
Jay,
Union,
Gorham,
Liberia,
El Achiotal,
Morales,
Coban,CBV
Chiquimula,CIQ
Carmelita,CMM
Coatepeque,CTF
Dos Lagunas,DON
Esquipulas,
Guatemala City,GUA
Huehuetenango,HUG
La Libertad,
San Marcos,
Melchor de Mencos,MCR
Puerto Barrios,PBR
Paso Caballos,PCG
Playa Grande,PKJ
Poptun,PON
Santa Cruz del Quiche,AQB
Quezaltenango,AAZ
Rabinal,
Rubelsanto,RUV
Rio Dulce,LCF
Retalhuleu,RER
Puerto San Jose,GSJ
San Marcos,
San Benito,FRS
Uaxactun,UAX
Zacapa,
Acensa,
Buena Vista,
Ahuas,AHS
,
Amapala Island,
San Luis,
Apala,
Archaga,
Siguatepeque,
Tasajeras,
Araslaya,
Cacao,
Barbareta Island,
San Bernardo,
Brus Laguna,BHG
Catacamas,CAA
Cocobila,
Concepcion,
Comayagua,
Chiquerito,
Marcala,
Choloma,
,
Cochino Pequeno Island,
La Union,
Coyoles,
Cauquira,CDD
Mocoron,
Olanchito,
,
El Guanacaste,
El Paraiso,
La Canoa,
Lerida,
La Lima,
Fort Cay,
Agua Blanca,
San Fernando,
Chumbagua,
Esquias,
Catacamas,
El Aguacate,
Santiago de Puringla,
Donel,
El Molino,
El Zapato,
Punuare,
La Lima,
Horcones,
Del Cisne Island,
Minas de Oro,
Iriona,
La Puerta,
Jocon,
Rio Platano,
Jicalapa,
,
Caleras/El Triunfo,
Jutigalpa,JUT
Candelaria,
La Ceiba,LCE
La Esperanza,LEZ
,
Monjaras,
,
Coyoles,
La Mesa,SAP
Limon,
Mapulaca,
Laguna Seca,
Moroceli,
San Luis Pajon,
Las Vegas,
el agua,
Vallecillo,
Monte Libano,
Malera,
Monica,
San Marcos,
Agua Blanca,
Siksatara,
Manto,
Nacaome,
Apala,
Choluteca,
Guanaja,GJA
,
Nueva Ocotepeque,
Copon,
Barra del Patuca,
Palacios,
Buena Vista,
Puerto Lempira,PEU
Comayagua,XPL
El Encinal,
Manga,
Farallones,
,
Rus Rus,
,
Apala,
Roatan Island,RTB
Rus Rus,
Santa Rosa de Copan,SDH
Ruinas de Copan,RUY
Raya,
Sico,
Oropoli,
El Hato,
Sinaloa,
,
Choluteca,
Tamara,
Tuntuntara,
Tela,TEA
Tegucigalpa,TGU
Tipimunatara,
Trujillo,TJI
Santa Maria,
Tocoa,
Auca,
Canchias,
Uhi,
Sulaco,SCD
La Union,
Utila Island,UII
Cucuyagua,
Coyolillo,
Villa Guadalupe,
Wampusirpi,
Wampusirpi,
Waplaya,
Warunta,
Wasma,
Wawina,
Puerto Lempira,
Azacualpa,
Rock,
Avoca,
Britton,
Ithaca,
Clio,
Bennington,
Milan,
De Witt,
Charlotte,
Sheridan,
Fair Haven,
Flushing,
Custer,
Frontier,
Niles,
Bridgeport,
East Jordan,
Bridgman,
Hartland,
Howell,
Whitmore Lake,
Lawton,
Richmond,
Litchfield,
Marine City,
Mason,
Milan,
St. Clair,
Montrose,
Mount Pleasant,
Ortonville,
Perry,
Petersburg,
Romeo,
Onsted,
Clinton,
Newport,
Merril,
Sunfield,
Fife Lake,
Bailey,
Baroda,
Macon,
Mears,
Buchanan,
Cedar Springs,
Fennville,
Galesburg,
Grandville,
Greenville,
Hudsonville,
Mattawan,
North Muskegon,
Burnips,
Schoolcraft,
Iron Mountain,
Curran,
E Kingsford,
Cassopolis,
Fibre,
Richmond,
Ocho Rios,OCJ
Kingston,KIN
Montego Bay,MBJ
Ken Jones,POT
Negril,NEG
Tinson Pen,KTP
Mili Island,MIJ
Guanacaste,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Acapulco,ACA
,
,NTR
Aguascalientes,AGU
Huatulco,HUX
,CNA
,CVJ
Ciudad Acuna,ACN
Ciudad del Carmen,CME
,NCG
,
Culiacan,CUL
Chetumal,CTM
Ciudad Obregon,CEN
,CJT
Campeche,CPE
Ciudad Juarez,CJS
,CZA
Chihuahua,CUU
Ciudad Victoria,CVM
Celaya,CYW
Cozumel,CZM
Ciudad Constitucion,CUA
Ciudad Mante,MMC
Durango,DGO
Tepic,TPQ
,ESE
Guadalajara,GDL
Guaymas,GYM
Guerrero Negro,GUB
,
,TCN
Hermosillo,HMO
Colima,CLQ
,ISJ
Saltillo,SLW
,IZT
Xalapa,JAL
,AZP
Lazaro Cardenas,LZC
Los Mochis,LMM
Silao,BJX
La Paz,LAP
Loreto,LTO
Matamoros,MAM
Merida,MID
Mulege,MUG
Mexicali,MXL
Morelia,MLM
Minatitlan,MTT
,LOV
Mexico City,MEX
Monterrey,MTY
Mazatlan,MZT
,NOG
Nuevo Laredo,NLD
Oaxaca,OAX
Poza Rica,PAZ
Puebla,PBC
,
Puerto Penasco,PPE
,PDS
La Ribera,PCO
,UPN
,
,PQM
Puerto Vallarta,PVR
Puerto Escondido,PXM
Queretaro,QRO
Reynosa,REX
,SZT
San Jose del Cabo,SJD
,SFH
Cabo San Lucas,
Reyes Acozac,
San Luis Potosi,SLP
,
Tuxtla Gutierrez,
Torreon,TRC
Tuxtla Gutierrez,TGZ
Tijuana,TIJ
Tampico,TAM
,TSL
Toluca,TLC
Tapachula,TAP
,WIX
Cancun,CUN
Villahermosa,VSA
Veracruz,VER
Zacatecas,ZCL
Ixtapa,ZIH
,ZMM
Manzanillo,ZLO
,
Hackensack,
Ada,
Alexandria,
Angus,
Eagle Lake,
Benson,
Laporte,
Bemidji,
Bongards,
Brainerd,
Brainerd,
Delano,
Cedar Mills,
Chisago,
Circle Pines,
Cosmos,
Litchfield,
Oronoco,
Duluth,
East Grand Forks,
Elk River,
Silver Lake,
Erskine,
Garfield,
Farmington,
Farmington,
Princeton,
Montgomery,
Gatzke,
Stacy,
Hibbing,
Graceville,
Hastings,
Hinckley,
Hastings,
Herman,
Hollandale,
Hutchinson,
Jordan,
Lakefield,
Loretto,
Lydia,
Braham,
Maple Plain,
Mayer,
Minnesota Lake,
Moorhead,
Becker,
East Grand Forks,
Oklee,
Onamia,
Park Rapids,
Ham Lake,
Paynesville,
Perham,
Princeton,
Proctor,
Randall,
Rothsay,
Rushmore,
St. Cloud,
St Francis,
Lester Prairie,
Alamicamba,
Altamira,
Boaco,
Bluefileds,BEF
Los Brasiles,
Bonanza,BZA
Chinandega,
Corn Island,RNI
Chinandega,
Dos Montes,
La Esperanza,
Esteli,
Punta Huete,
El Bluff,
Hato Grande,
Jinotega,
Juigalpa,
Karawala,
Leon,
Macantaca,
Managua,MGA
Montelimar,
Nueva Guinea,NVG
Puerto Cabezas,PUZ
El Papalonal,
Rivas,
La Rosita,RFS
San Carlos,NCR
Siuna,SIU
Waspam,WSP
Shell Knob,
Strafford,
Rolla,
House Springs,
Hunnewell,
Jonesburg,
Sedalia,
Lewistown,
Sturgeon,
Perry,
Eldridge,
Fair Grove,
Marshfield,
Avilla,
Watson,
Blue Springs,
Carl Junction,
California,
Craig,
Barnard,
Kearney,
Cameron,
Pleasant Hill,
Gravois Mills,
Rogersville,
Golden,
Carthage,
Everton,
Eolia,
Foristell,
Harrisonville,
Silex,
Gorin,
Montgomery City,
Montgomery City,
Louisana,
Joplin,
Weston,
Wheatland,
Bethany,
Dudley,
Theodosia,
East Prairie,
Fairdealing,
Moscow Mills,
Golden,
Sheridan,
Kimberling City,
Kirbyville,
Ozark,
Poplar Bluff,
Fair Grove,
Holt,
Van Buren,
Williamsville,
Columbia,
Montrose,
Ava,
Belle,
Belleview,
Mountain Grove,
Bismarck,
Gorin,
Green City,
Viburnum,
Marshfield,
Bellflower,
Oak Grove,
Hatton,
Laurie,
Hawk Point,
Trimble,
Carrollton,
Centerville,
Cleveland,
Climax Springs,
Pedasi,
Finca Jagua,
Dos Canos,
Guarumal,
Changuinola,
Penonome,
Nueva California,
Ingenio Santa Rosa,
Calzada Larga,
La Paz,
Punta Cocos,
Guabito,
Isla Colon,BOC
Chitre,CTD
Changuinola,CHX
David,DAV
Colon,ONX
Fort Sherman,
Panama City,
Jaque,JQE
La Palma,PLP
Albrook,PAC
Los Santos,
Puerto Obaldia,
Panama City,BLB
Rio Hato,
Santiago,SYP
Tocumen,PTY
El Porvenir,
Wannukandi,NBL
La Dalia,
Quepos,
Miramar,
Amubri,
La Fortuna/San Carlos,FON
Roxana,TTQ
Turrialba,
San Carlos,
Punta Arenas,BAI
Siquirres,
Pococi,BCL
Guacimo,
Limon,
Quepos,
Pococi,
Guapiles,CSC
Corredores,OTR
Golfito,
Puntarenas,
Bagaces,
Liberia,
Filadelfia,
Nicoya,RIK
Nicoya,
Carrizal,
Guapiles,
Limon,
Puntarenas,DRK
Chorotega,
Puntarenas,
Siquirres,
San Carlos,
Ticaban,
Ron Ron,
Parrita,
Puntarenas,
Puntarenas,
Brasilito,FMG
San Carlos,
Puntarenas,
Garza,
Golfito,GLF
Pococi,GPL
Alajuela,
Sarapiqui,
San Carlos,
Sarapiqui,
Canas,
Pococi,
Nandayure,PBP
San Carlos,
Jaco,
Guanacaste,
Liberia,LIR
Los Chiles,LSL
Puntarenas,
Liberia,
Upala,
Parrita,
Siquirres,
Puerto Limon,LIO
Nicoya,
Canas,
Las Trancas,
Liberia,
Parrita,
Guanacaste,
Abangares,
La Cruz,
Canas,
Nicoya/Guanacate,NCT
Nicoya,NOB
San Jose,SJO
Nandayure,
Puntarenas,
Paso Canoas,
Limon,
Puerto Jimenez,PJM
Portalon,
Palmar Sur,PMZ
Liberia,
Puntarenas,
Paquera,
Santa Cruz,
Nicoya/Guanacate,
San Jose,SYQ
Puntarenas,
Florencia,
Quepos,XQP
Rio Frio / Progreso,RFR
Santa Cruz,
Puntarenas,
Limon,
Limon,
San Carlos,
Santa Cruz,
Perez Zeledon,
Limon,
Talamanca,
Perez Zeledon,
Salama,
Orotina,
Guapiles,
San Pedro,
San Carlos,
Playa Samara,PLD
Puntarenas,
Coto Brus,TOO
Sixaola,
Pococi,
Canas,
Nicoya,
Santa Cruz,TNO
Nicoya,TMU
Upala,UPL
Guacimo,
Zapotal,
Olive Branch,
Shelby,
Steens,
Linwood,
Pisgah,
Alligator,
Belzoni,
Brandon,
Glen Allan,
Ashland,
Greenville,
Corinth,
Inverness,
Inverness,
Itta Bena,
Woodville,
Edwards,
Leland,
Lucedale,
Hurley,
Lorman,
Canton,
Greenville,
Moorhead,
Onward,
Rolling Fork,
Canton,
Benoit,
Swan Lake,
Taylorsville,
Tchula,
Tutwiler,
Flora,
Vicksburg,
Yokena,
Picayune,
Liberty,
Monticello,
Okolona,
Poplarville,
Coffeeville,
Red Banks,
Woodville,
Florence,
Hermanville,
Picayune,
Olive Branch,
Smithville,
Hernando,
Walls,
Biloxi,
Mantachie,
Star,
Philadelphia,
Pocahontas,
Picayune,
Glen Allan,
Calhoun City,
Inverness,
Bruce,
Lyman,
Harrisville,
Shaw,
Glen Allan,
Poplarville,
Flowood,
Mayersville,
Mc Neil,
Merigold,
Philadelphia,
Lucedale,
Bay St. Louis,
San Miguel,
Barrillas,
Ceiba Doblada,
La Chepona,
Corral de Mulas,
Jiquilisco,
Jiquilisco,
Espiritu Santo,
Canoguero,
El Jocotillo,
La Cabana,
San Francisco Gotera,
San Salvador,
Las Mesas,
Santa Clara,SAL
Suchitoto,
Metapan,
Santa Ana,
Corral de Mulas,
San Miguel,
San Ramon,
San Salvador,
Barra de Santiago,
Geraldine,
Devon,
Lakeside,
Lustre,
Ekalaka,
Helena,
Melville,
Zortman,
Opheim,
Tampico,
Butte,
Wise River,
Helena,
Ovando,
Kalispell,
Columbia Falls,
Ronan,
Wibaux,
Butte,
Sheridan,
Moore,
Great Falls,
Miles City,
Conner,
Stevensville,
Ulm,
Custer,
Melville,
Kalispell,
Poplar,
Seeley Lake,
Great Falls,
Whitehall,
Three Forks,
Basin,
Ekalaka,
Lakeview,
Lakeview,
Livingston,
Lolo,
Alzada,
Frazer,
Huson,
Kalispell,
Kalispell,
Haxby / Fort Peck,
Hammond,
Polebridge,
Huson,
Stevensville,
Helena,
Bozeman,
Corvallis,
Missoula,
Ekalaka,
Great Falls,
Great Falls,
Highwood,
Roy,
Wolf Point,
Belgrade,
Harlowton,
Helena,
Kalispell,
Opheim,
Helena,
Peerless,
Marion,
Livingston,
Wolf Point,
Deer Lodge,
Big Sky,
Kalispell,
Helena,
Noxon,
Trout Creek,
Les Cayes,CYA
Cap Haitien,CAP
Jacmel,JAK
Jeremie,JEE
Port-au-Prince,PAP
Port-de-Paix,PAX
Trojes,
Paris,
Warrenton,
Dayton,
Malden,
Adrian,
Burlington Junction,
Climax Springs,
Springfield,
Billings,
Jamesport,
Warrenton,
Bolivar,
Odessa,
Bay,
Columbia,
Cedarcreek,
Houston,
Belton,
Lockwood,
Columbia,
Hurdland,
Round Spring,
Arkoe,
Milan,
Paris,
Purdy,
Wentzville,
Gainesville,
Appleton City,
Broseley,
Drexel,
Elkland,
Farmington,
Hermann,
Collins,
Ozark,
Weston,
Fayette,
Waynesville,
Lone Jack,
Oak Grove,
Houston,
Troy,
Platte City,
Golden,
Antilla,
Baracoa,BCA
El Caribe,
Batabano,
Cayo Santa Maria,BWW
Bayamo,BYM
Ciego de Avila,AVI
Caibarien,
Cayo Coco,CCC
Ciego de Avila,
Cienfuegos,CFG
Cayo Largo del Sur,CYO
Camaguey,CMW
Colon,QCO
Santiago,SCU
Las Clavellinas,
Cayajabo,
Florida,
Florida,
Guantanamo Bay Naval Station,NBW
Guantanamo,GAO
Yaguajay,
Havana,HAV
Holguin,HOG
Nuevitas,
Matanzas,VRO
Havana,
Pinar del Rio,LCL
Maisi,UMA
Managua,
Matahambre,
Mayajigua,MJG
Moa,MOA
Matanzas,
Manzanillo,MZO
San Nicolas,QSN
Nicaro,ICR
Nueva Gerona,GER
Punta Alegre,
Havana,UPB
Pinar del Rio,QPD
San Antonio de los Banos,
Santa Clara,SNU
Sagua la Grande,
Pinar Del Rio,SNJ
Playa Santa Lucia,
Isla de la Juventud,SZJ
Sancti Spiritus,USS
Trinidad,TND
Manati,
Varadero,VRA
Las Tunas,VTU
Cayman Brac,CYB
Little Cayman,LYB
Georgetown,GCM
Truman,
Warren,
Sleepy Eye,
Taunton,
Fulda,
Wolverton,
Spring Grove,
Taopi,
Trosky,
Saginaw,
Pierz,
Goodridge,
Lino Lakes,
Murdock,
Park Rapids,
Foxhome,
Harris,
Lake Park,
Afton,
Eyota,
Gonvick,
St Francis,
Nicollet,
Sartell,
Bear River,
Frontenac,
Coates,
Bemidji,
,
Hibbing,
Holdingford,
Holloway,
Euclid,
Richville,
Jenkins,
Felton,
Onamia,
Wheaton,
Georgetown,
Isle,
Stacy,
Ceylon,
Forest Lake,
Park Rapids,
Pine City,
North Branch,
Braham,
Cloquet,
Crown,
Farmington,
Felton,
Hawley,
Mores Island,
Mangrove Cay,MAY
,ASD
Andros,COX
Marsh Harbour,MHH
Andros Island,SAQ
Spring Point,AXP
,
Treasure Cay,TCB
,WKR
,
,CCZ
,GHC
South Bimini,BIM
Arthur's Town,ATC
Cat Island,CAT
Cat Cay,CXY
Hawks News,
Colonel Hill,CRI
Pitts Town,PWN
Cay Sal,
Cutlass Bay,
Black Point,
George Town,GGT
George Town,
North Eleuthera,ELH
Lee Stocking,
Governor's Harbour,GHB
,NMC
Rock Sound,RSD
,TYM
Hog Cay,
Deep Water Cay,
Freeport,FPO
Grand Bahama,
West End,WTD
Matthew Town,IGA
Deadman's Cay,LGI
Stella Maris,SML
Mayaguana,MYG
Nassau,NAS
Nassau,PID
,DCT
,RCY
San Salvador,ZSA
Big Whale Cay,
Cistern Field,
Rudder Cut Cay,
Darby Island,
Long Island,
Leaf Cay,
Sampson Cay,
Cape Eleuthera,
Little Whale Cay,
Belize City,BZE
Reynolds,
Reynolds,
Russell,
Sheldon,
Sheyenne,
Souris,
Starkweather,
Turtle Lake,
Velva,
West Fargo,
Williston,
Wyndmere,
Wyndmere,
Rhame,
Bantry,
Burlington,
Eldridge,
Esmond,
Maddock,
Makoti,
New Rockford,
Rugby,
Westfield,
Barney,
Barney,
Grandin,
Grassy Butte,
Grenora,
Hoople,
Neche,
Sheyenne,
Tappen,
Upham,
Bremen,
Rhame,
Turtle Lake,
Buxton,
Eldridge,
Luverne,
Regan,
Scranton,
Underwood,
Alamo,
Scranton,
Walcott,
Sanford,
Hertford,
Harris,
High Point,
Huntersville,
Banner Elk,
Hayesville,
Statesville,
Macon,
Apex,
Aurora,
Ramseur,
Boone,
Statesville,
Brevard,
Cedar Island,
Burgaw,
Concord,
New Bern,
Weddington,
Dunn,
Gold Hill,
Long Island,
Lenoir,
Elizabeth City,
China Grove,
Mooresville,
Thomasville,
Clemmons,
Chapel Hill,
Concord,
Pikeville,
Reidsville,
Kannapolis,
Roxboro,
Yadkinville,
Supply,
Angier,
Enfield,
Winterville,
Wallace,
Grimesland,
Jefferson,
Morganton,
Atlantic,
Kittrell,
Taylorsville,
Taylorsville,
Moyock,
Winston Salem,
Kannapolis,
Atkinson,
Scotland Neck,
Asheville,
Clinton,
Fairmont,
Parkton,
Princeton,
Sladesville,
Harmony,
Newton Grove,
Concord,
Tabor City,
Mount Pleasant,
Apex,
Dublin,
White Oak,
Havelock,
Salisbury,
Shelby,
Garner,
Aitutaki,AIT
Atiu Island,AIU
Mangaia Island,MGS
Manihiki Island,MHX
Mauke Island,MUK
Manuae,
Mitiaro Island,MOI
Penrhyn Island,PYE
Avarua,RAR
Amenia,
Aneta,
Absaraka,
Dazey,
Christine,
Fordville,
Halliday,
Glenburn,
Hatton,
Garrison,
Williston,
Inkster,
Alexander,
Belfield,
Steele,
Epping,
Lucca,
St Thomas,
Maddock,
Medina,
Strasburg,
Sawyer,
Minot,
Underwood,
Enderlin,
Wyndmere,
West Fargo,
Robinson,
Buffalo,
Arvilla,
Taylor,
Center,
Wheatland,
Harvey,
Amenia,
Amenia,
Anamoose,
Arthur,
Ayr,
Baldwin,
Hazelton,
Grendra,
Garrison,
Clementsville,
Cogswell/Brampton/,
Davenport,
Bismark,
Lincoln,
Hickson,
Guide Rock,
Guide Rock,
Lynch,
Lamar,
Norfolk,
Omaha,
Palmer,
Ashland,
St. Paul,
Seward,
Broadwater,
Steinauer,
Valparaiso,
North Platte,
Abie,
Minden,
Holdrege,
Battle Creek,
Bennet,
Sidney,
Chester,
Columbus,
Prosser,
Davey,
Denton,
Lincoln,
Morse Bluff,
Elgin,
Bennet,
Gretna,
Hartington,
Martell,
Hebron,
Holland,
Howells,
Valley,
Liberty,
Lincoln,
Memphis,
Milford,
Weeping Water,
Elsie,
Roca,
Roca /Lincoln/,
Murray,
Spalding,
Sutton,
Superior,
Valparaiso,
Winnetoon,
Wymore,
Arthur,
Cicia,ICI
,BFJ
Nadi,NAN
Malolo Lailai Island,PTF
Kaibu Island,
Vunisea,KDV
Mana Island,MNF
Moala,MFJ
Nausori,SUV
Bureta,LEV
Ngau,NGI
Laucala Island,LUC
Lakeba Island,LKB
,LBS
Matei,TVU
Koro Island,KXF
Rotuma,RTA
Savusavu,SVU
Vatukoula,VAU
Wakaya Island,KAY
Ono-I-Lau,ONU
Yasawa Island,YAS
Eua Island,EUA
Nuku'alofa,TBU
Lifuka,HPA
Angaha,NIU
Niuatoputapu,NTT
Vava'u Island,VAV
Vanua Balavu,VBV
Vatulele,VTF
Abaiang,ABF
Beru,BEZ
Funafuti,FUN
Kuria,KUC
Maiana,MNK
Marakei,MZK
Makin Island,MTK
Nikunau,NIG
Onotoa,OOT
Tarawa,TRW
Abemama Atoll,AEA
,TBF
Tamana Island,TMN
Nonouti,NON
Arorae Island,AIS
Tabiteuea South,TSU
Butaritari Atoll,BBG
Buariki,AAK
Loudon,
Barnstead,
Brookline,
Mason,
Center Ossipee,
Sanbornton,
Melvin Village,
Wolfeboro,
Albany,
Walpole,
New London,
Nottingham,
Woodstock,
New Boston,
Chester,
Brentwood,
West Ossipee,
Mason,
Pelham,
Northwood,
Henniker,
Goffstown,
Wentworth,
Alofi,IUE
Alloway,
Shiloh,
Belvidere,
Califon,
Chatsworth,
Burlington County,
Clarksboro,
Salem,
Englishtown,
Flemington,
Flemington,
Flemington,
Folsom,
Bargaintown,
Freehold,
Freehold,
Frenchtown,
Frenchtown,
Glassboro,
Great Meadows,
Hammonton,
Holmdel,
Salem,
Jamesburg,
Lambertville,
Vineland,
Bridgeton,
Milford,
Minotola,
Montague,
Carthage,
Constantia,
Danby,
Germantown,
Goshen,
High Falls,
Burdett,
Wales,
Gouverneur,
Gansevoort,
Clarence Center,
Montour Falls,
Lockport,
Old Forge,
Springville,
Albion,
Albany,
Elmira,
Elmira,
Sullivanville,
Erin,
Hancock,
Marcellus,
Ithaca,
Aurora,
Geneva,
Slate Hill,
Arcade,
Constantia,
Quaker Street,
Clarence Center,
Monterey,
Sharon Springs,
Futuna Island,FUT
Wallis Island,WLS
Magdalena,
Moriarty,
Dexter,
Farmington,
Farmington,
Deming,
Columbus,
Albert,
Las Cruces,
Las Cruces,
Roy,
Chama,
Roy,
Roswell,
Stanley,
Chama,
Corona,
Deming,
Gallup,
Tularosa,
Rosebud,
Bellview,
Pie Town,
Bell Ranch,
Bell Ranch,
Ramah,
Truth Or Consequences,
Fort Sumner,
Farmington,
Alamogordo,
Pie Town,
Clovis,
Kenna,
Artesia,
Ensenada,
Willard,
Chloride,
Nara Visa,
Las Vegas,
Glenwood,
Ramah,
Albuquerque,
Albuquerque,
Stanley,
Animas,
Pie Town,
Raton,
Horse Springs,
Mimbres,
Rodeo,
Three Rivers,
Silver City,
Mc Alister,
Cubero,
Watrous,
Anton Chico,
Columbus,
Organ,
Quemado,
Hobbs,
Capitan,
Playas,
Roswell,
Bosque,
Los Lunas,
Rodeo,
Fence Lake,
Rowe,
Mount Gilead,
Taylorsville,
Ofu Village,OFU
Asau,AAU
Apia,APW
Apia,FGI
Fitiuta Village,FTI
Maota,MXS
Pago Pago,PPG
Papeete,PPT
,RUR
,TUB
,RVV
,AAA
,FGU
,TIH
Apataki,APK
,REA
,FAV
Hikueru Atoll,HHZ
,XMH
,GMR
,KKR
,MKP
Napuka Island,NAU
Tatakoto,TKV
,PKP
Pukarua,PUK
Aratika,
Auorotini,
,TKP
,AXR
,MVT
Nukutavake,NUK
,ZTA
Ahe Atoll,AHE
Kauehi,KHZ
,FAC
Fakahina,FHZ
,RKA
Takume,
,RRR
,TKX
Katiu,
,NHV
,AUQ
Ua Pou,UAP
Ua Huka,UAH
Motu Mute,BOB
Tetiaroa,TTI
,RGI
Fare,HUH
,MOZ
,HOI
,MAU
Uturoa,RFP
Mururoa Atoll,
Vahitahi,VHZ
Pahrump,
Austin,
Deeth,
Gerlach,
Gerlach,
Lund,
Mountain City,
Reno,
Mercury,
Tuscarora,
Carson City,
Montello,
Gerlach,
Lemmon Valley,
Elko,
Sparks,
Ruby Valley,
Henderson,
Dyer,
Fallon,
Round Mountain,
Smith Valley,
Austin,
Amargosa Valley,
Gerlach,
Jean,
Sparks,
Sparks,
Pahrump,
Gardnerville,
Round Mountain,
Battle Mountain,
Montello,
Orovada,
Wellington,
Pahrump,
Empire,
Round Mountain,
Sparks,
Wellington,
Pahrump,
Ablow,MTV
Sola,SLH
Loh/Linua,TOH
Sangafa,EAE
Craig Cove,CCV
Longana,LOD
Pentecost Island,SSR
Paama Island,PBJ
Lamap,LPM
Lamen Bay,LNB
Maewo Island,MWF
Lonorore,LNE
Norsup,NUS
Gaua Island,ZGU
Redcliffe,RCL
Luganville,SON
Tongoa Island,TGH
Ambryn Island,ULB
Valesdir,VLS
Walaha,WLH
Malekula Island,SWJ
Olpoi,OLJ
Anelghowhat,AUY
Aniwa,AWD
Dillon's Bay,DLY
Futuna Island,FTA
Ipota,IPA
Forari,
Lenakel,
Quion Hill,UIQ
Port Vila,VLI
,TAH
Tiga,TGJ
Bourail / Poe,
Waala,BMY
Kone,KNQ
Ile des Pins,ILP
Voh,
Houailou,HLU
Koumac,KOC
Lifou,LIF
Noumea,GEA
Ile Ouen,IOU
Poum,PUV
Mueo,PDC
Mare,MEE
Plaine des Lacs,
La Foa,
Touho,TOU
Ouvea,UVE
Noumea,NOU
Canala,
Ouaco,
,
Sardinia,
Knowlesville,
Davenport,
Roscoe,
Arcade,
Esperance,
Albion,
Canton,
Newburgh,
New Bremen,
Macedon,
Lyons,
Lakeville,
East Palmyra,
Plattsburgh,
Ithaca,
Elbridge,
Fort Plain,
Mohawk,
Niagara Falls,
Oneonta,
Herkimer,
South Dayton,
Jordan,
Watkins Glen,
Phoenix,
West Bloomfield,
Westerlo,
Cameron,
New Paltz,
Galway,
Gorham,
Holland,
Red Creek,
South Kortright,
Niagara Falls,
Perth,
Canajoharie,
West Edmeston,
Ithaca,
Remsen,
Amsterdam,
Ava,
Beekmanton,
Verona,
Greenwich,
Broadalbin,
Broadalbin,
Broadalbin,
Manlius,
Richfield Springs,
Cape Vincent,
Mount Morris,
Fort Plain,
Manlius,
Coventryville,
Coxsackie,
Cattaraugus,
Delanson,
Downsville,
Bliss,
East Berne,
East Schodack,
Essex,
Floyd,
Rensselaerville,
Fort Johnson,
Fort Plain,
Jamestown,
Peterboro,
Moravia,
Rhinebeck,
Mexico,
Morrisonville,
,
Auckland,AKL
Mount Tarawera,
,
Alfredton,
Taupo,TUO
Manurewa,AMZ
,ASG
Balclutha,
Centre Bush,
Christchurch,CHC
Waitangi,CHT
,
,CMV
,DGR
Dunedin,DUD
,
,
,
Feilding,
,WHO
,
,
,
Claris,GBZ
,
,GMN
,
Gisborne,GIS
Glentanner Station,GTN
,
Hawera,
,
,HKK
Hamilton,HLZ
,
,
,
,
McMurdo Station,
,
Kaikoura Island,
,WIK
,
,KBZ
Kerikeri,KKE
,
,KKO
Kaitaia,KAT
,
Limestone Downs,
,
Alexandra,ALR
,MTA
,MON
,
,MFN
,
,MZP
Molesworth,
,TEU
Murchison,
Masterton,MRO
Martinborough,
,
Matakana Island,
Dairy Flat,
New Plymouth,NPL
,NPE
Nelson,NSN
Invercargill,IVC
,
,OHA
Motiti Island,
Blenheim,
,
,OAM
,
,
McMurdo Station,
,
,
Pikes Point,
,PMR
Picton,PCN
,
,PPQ
Queenstown,ZQN
,RAG
Oban,SZS
Rangitata Island,
,
Rotorua,ROT
Rangiora,
,
,
,
Stratford,
,
,
,
,
Tauranga,TRG
,TMZ
,
,KTF
,
,
,
Tokoroa,TKZ
Taharoa,THH
Te Kuiti,
,TIU
,
Twitzel,TWZ
,
,
Taihape,
Blenheim,BHE
McMurdo Station,
,WKA
,
